Occurred On (NT),Cleared On (NT),MO Name,Name
01/01/2025 21:40,01/01/2025 21:43,"NodeB Name=VERALV0456, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:40,01/01/2025 21:43,"NodeB Name=VERALV0453, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:40,01/01/2025 23:12,"NodeB Name=VERALV0454, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:40,01/01/2025 21:54,"NodeB Name=VERALV0451, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:40,01/01/2025 21:43,"NodeB Name=VERALV0857, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:39,01/01/2025 21:54,"NodeB Name=VERALV0455, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:39,01/01/2025 21:54,"NodeB Name=VERALV0452, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:34,01/01/2025 21:37,"NodeB Name=VERALV0453, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:34,01/01/2025 21:37,"NodeB Name=VERALV0456, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:34,01/01/2025 21:37,"NodeB Name=VERALV0857, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:27,01/01/2025 21:30,"NodeB Name=VERALV0456, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:27,01/01/2025 21:30,"NodeB Name=VERALV0453, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:27,01/01/2025 21:30,"NodeB Name=VERALV0857, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:23,01/01/2025 21:29,"NodeB Name=VERALV0452, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:21,01/01/2025 21:24,"NodeB Name=VERALV0456, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:21,01/01/2025 21:24,"NodeB Name=VERALV0453, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:21,01/01/2025 21:24,"NodeB Name=VERALV0857, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:17,01/01/2025 21:23,"NodeB Name=VERALV0455, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:07,01/01/2025 21:44,"NodeB Name=NAYTPI1288, LogicRNCID=151",NodeB Unavailable
01/01/2025 21:04,02/01/2025 07:30,"NodeB Name=VERMTT0563, LogicRNCID=171",NodeB Unavailable
01/01/2025 21:01,01/01/2025 21:36,"NodeB Name=VERCTZ0896, LogicRNCID=171",NodeB Unavailable
01/01/2025 18:12,01/01/2025 18:52,"NodeB Name=HGDL0068, LogicRNCID=150",NodeB Unavailable
01/01/2025 18:11,01/01/2025 18:54,"NodeB Name=JAL-5553_5633_Andares, LogicRNCID=150",NodeB Unavailable
01/01/2025 17:15,01/01/2025 17:17,"NodeB Name=VERCTZ0906, LogicRNCID=171",NodeB Unavailable
01/01/2025 17:12,01/01/2025 17:15,"NodeB Name=VERALV0453, LogicRNCID=171",NodeB Unavailable
01/01/2025 17:10,01/01/2025 17:15,"NodeB Name=VERCTZ0906, LogicRNCID=171",NodeB Unavailable
01/01/2025 17:09,01/01/2025 17:11,"NodeB Name=VERALV0453, LogicRNCID=171",NodeB Unavailable
01/01/2025 16:50,01/01/2025 16:55,"NodeB Name=VERMTT0563, LogicRNCID=171",NodeB Unavailable
01/01/2025 16:49,01/01/2025 16:51,"NodeB Name=PUESAC1067, LogicRNCID=170",NodeB Unavailable
01/01/2025 16:45,01/01/2025 16:46,"NodeB Name=PUESAC1067, LogicRNCID=170",NodeB Unavailable
01/01/2025 16:43,01/01/2025 16:44,"NodeB Name=PUESAC1067, LogicRNCID=170",NodeB Unavailable
01/01/2025 16:34,01/01/2025 16:39,"NodeB Name=PUESAC1067, LogicRNCID=170",NodeB Unavailable
01/01/2025 16:24,01/01/2025 16:28,"NodeB Name=PUESAC1067, LogicRNCID=170",NodeB Unavailable
01/01/2025 16:22,01/01/2025 16:24,"NodeB Name=VERCTZ0906, LogicRNCID=171",NodeB Unavailable
01/01/2025 16:18,01/01/2025 16:22,"NodeB Name=VERCTZ0906, LogicRNCID=171",NodeB Unavailable
01/01/2025 16:10,01/01/2025 16:13,"NodeB Name=PUESAC1067, LogicRNCID=170",NodeB Unavailable
01/01/2025 15:59,01/01/2025 16:01,"NodeB Name=PUESAC1067, LogicRNCID=170",NodeB Unavailable
01/01/2025 15:10,01/01/2025 15:14,"NodeB Name=TLATOH0436, LogicRNCID=170",NodeB Unavailable
01/01/2025 14:44,01/01/2025 16:39,"NodeB Name=VERMTT0563, LogicRNCID=171",NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,"NodeB Name=TLAESP0410, LogicRNCID=170",NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,"NodeB Name=TLAIMM0413, LogicRNCID=170",NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,"NodeB Name=PUEJCB0196, LogicRNCID=170",NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,"NodeB Name=PUEHZG0190, LogicRNCID=170",NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,"NodeB Name=PUEHZG0191, LogicRNCID=170",NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,"NodeB Name=PUESAC1067, LogicRNCID=170",NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,"NodeB Name=PUEHZG1405, LogicRNCID=170",NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,PUERNC170,NodeB Unavailable
01/01/2025 13:35,01/01/2025 13:50,"NodeB Name=PUEHZG0188, LogicRNCID=170",NodeB Unavailable
01/01/2025 12:52,01/01/2025 12:56,"NodeB Name=PUEAMO0145, LogicRNCID=170",NodeB Unavailable
01/01/2025 12:50,01/01/2025 21:35,"NodeB Name=VERCTZ0530, LogicRNCID=171",NodeB Unavailable
01/01/2025 12:50,01/01/2025 14:47,"NodeB Name=VERCTZ0896, LogicRNCID=171",NodeB Unavailable
01/01/2025 12:15,01/01/2025 15:57,PUERNC170,NodeB Unavailable
01/01/2025 12:03,01/01/2025 15:00,"NodeB Name=JALESL3728, LogicRNCID=150",NodeB Unavailable
01/01/2025 11:13,01/01/2025 11:28,"NodeB Name=VERPOZ0607, LogicRNCID=171",NodeB Unavailable
01/01/2025 09:33,01/01/2025 09:38,"NodeB Name=GROZIH0092, LogicRNCID=170",NodeB Unavailable
01/01/2025 09:23,01/01/2025 09:26,"NodeB Name=VERNLC0580, LogicRNCID=171",NodeB Unavailable
01/01/2025 08:29,01/01/2025 08:34,"NodeB Name=VERPOZ0925, LogicRNCID=171",NodeB Unavailable
01/01/2025 08:29,01/01/2025 08:32,"NodeB Name=VERPOZ0611, LogicRNCID=171",NodeB Unavailable
01/01/2025 08:06,01/01/2025 08:11,"NodeB Name=VERSAT1682, LogicRNCID=171",NodeB Unavailable
01/01/2025 08:06,01/01/2025 08:11,"NodeB Name=VERSAT0625, LogicRNCID=171",NodeB Unavailable
01/01/2025 08:06,01/01/2025 08:11,"NodeB Name=VERSAT1681, LogicRNCID=171",NodeB Unavailable
01/01/2025 08:06,01/01/2025 08:11,"NodeB Name=VERSAT1680, LogicRNCID=171",NodeB Unavailable
01/01/2025 07:34,01/01/2025 07:39,"NodeB Name=JALTNL0911, LogicRNCID=150",NodeB Unavailable
01/01/2025 07:33,01/01/2025 07:38,"NodeB Name=GROCYB0079, LogicRNCID=170",NodeB Unavailable
01/01/2025 07:32,01/01/2025 07:36,"NodeB Name=VERCTZ0527, LogicRNCID=171",NodeB Unavailable
01/01/2025 07:27,01/01/2025 07:32,"NodeB Name=GROCHB0068, LogicRNCID=170",NodeB Unavailable
01/01/2025 07:27,01/01/2025 07:32,"NodeB Name=GROCHB0073, LogicRNCID=170",NodeB Unavailable
01/01/2025 07:14,01/01/2025 07:16,"NodeB Name=MCR50-0013A_5013_Rancho_San_Francisco, LogicRNCID=151",NodeB Unavailable
01/01/2025 07:02,01/01/2025 15:32,"NodeB Name=JALPVA0850, LogicRNCID=151",NodeB Unavailable
01/01/2025 05:17,01/01/2025 05:20,"NodeB Name=SUVERCSQ7028Z, LogicRNCID=171",NodeB Unavailable
01/01/2025 04:39,01/01/2025 04:42,"NodeB Name=VERNOG0583, LogicRNCID=170",NodeB Unavailable
01/01/2025 02:32,01/01/2025 02:36,VERRNC171,NodeB Unavailable
01/01/2025 02:07,01/01/2025 02:10,"NodeB Name=JALGDL0728, LogicRNCID=150",NodeB Unavailable
04/01/2025 23:16,04/01/2025 23:38,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
04/01/2025 22:32,04/01/2025 22:33,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
04/01/2025 22:27,04/01/2025 23:07,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
04/01/2025 22:11,04/01/2025 22:16,"NodeB Name=TABTNQ0359, LogicRNCID=181",NodeB Unavailable
04/01/2025 21:23,04/01/2025 21:27,"NodeB Name=TABMAC1053, LogicRNCID=181",NodeB Unavailable
04/01/2025 19:33,04/01/2025 19:37,"NodeB Name=HIDTZA1484, LogicRNCID=199",NodeB Unavailable
04/01/2025 19:33,04/01/2025 19:37,"NodeB Name=HIDCAT1416, LogicRNCID=199",NodeB Unavailable
04/01/2025 19:33,04/01/2025 19:37,"NodeB Name=HIDTZA0149, LogicRNCID=199",NodeB Unavailable
04/01/2025 19:28,04/01/2025 19:31,"NodeB Name=HIDTUL0144, LogicRNCID=199",NodeB Unavailable
04/01/2025 17:59,04/01/2025 18:04,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 17:58,04/01/2025 19:37,"NodeB Name=TABCDS0276, LogicRNCID=181",NodeB Unavailable
04/01/2025 17:56,04/01/2025 17:58,"NodeB Name=PUEHCN1396, LogicRNCID=199",NodeB Unavailable
04/01/2025 17:53,04/01/2025 17:55,"NodeB Name=PUEHCN1396, LogicRNCID=199",NodeB Unavailable
04/01/2025 17:44,04/01/2025 17:49,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 16:41,04/01/2025 16:45,"NodeB Name=MORJOJ1254, LogicRNCID=196",NodeB Unavailable
04/01/2025 16:28,05/01/2025 05:45,"NodeB Name=MUCHPPIJ4045, LogicRNCID=181",NodeB Unavailable
04/01/2025 16:17,04/01/2025 16:21,"NodeB Name=TABCTR0299, LogicRNCID=181",NodeB Unavailable
04/01/2025 15:06,04/01/2025 15:11,"NodeB Name=MEXCTT1042, LogicRNCID=197",NodeB Unavailable
04/01/2025 15:06,04/01/2025 15:11,"NodeB Name=MEXCTT0195, LogicRNCID=197",NodeB Unavailable
04/01/2025 15:06,04/01/2025 15:11,"NodeB Name=MEXCTT0190, LogicRNCID=197",NodeB Unavailable
04/01/2025 15:06,04/01/2025 15:11,"NodeB Name=MEXTTT1312, LogicRNCID=197",NodeB Unavailable
04/01/2025 15:06,04/01/2025 15:11,"NodeB Name=MEXCTT0192, LogicRNCID=197",NodeB Unavailable
04/01/2025 15:06,04/01/2025 15:11,"NodeB Name=MEXCTT0188, LogicRNCID=197",NodeB Unavailable
04/01/2025 15:06,04/01/2025 15:11,"NodeB Name=MEXTTT0847, LogicRNCID=197",NodeB Unavailable
04/01/2025 14:17,04/01/2025 14:22,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
04/01/2025 14:14,04/01/2025 14:33,"NodeB Name=CHPTNL0114, LogicRNCID=181",NodeB Unavailable
04/01/2025 14:12,04/01/2025 14:17,"NodeB Name=HIDACX1404, LogicRNCID=199",NodeB Unavailable
04/01/2025 13:27,04/01/2025 13:47,"NodeB Name=iVHE0002, LogicRNCID=181",NodeB Unavailable
04/01/2025 13:27,04/01/2025 13:44,"NodeB Name=TAB-8101, LogicRNCID=181",NodeB Unavailable
04/01/2025 13:03,04/01/2025 13:13,"NodeB Name=MUCHPCDO4006, LogicRNCID=181",NodeB Unavailable
04/01/2025 12:11,04/01/2025 16:23,"NodeB Name=MUCHPPIJ4045, LogicRNCID=181",NodeB Unavailable
04/01/2025 10:20,04/01/2025 10:24,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 10:12,04/01/2025 13:32,"NodeB Name=TABCDS0276, LogicRNCID=181",NodeB Unavailable
04/01/2025 10:01,04/01/2025 10:06,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 09:52,04/01/2025 09:59,"NodeB Name=CHPPIJ0082, LogicRNCID=181",NodeB Unavailable
04/01/2025 09:41,04/01/2025 09:48,"NodeB Name=CHPPIJ0082, LogicRNCID=181",NodeB Unavailable
04/01/2025 09:41,04/01/2025 09:43,"NodeB Name=SUMEXMET7230Z, LogicRNCID=196",NodeB Unavailable
04/01/2025 09:39,04/01/2025 09:48,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
04/01/2025 08:36,04/01/2025 08:49,"NodeB Name=DIFIZT0579, LogicRNCID=193",NodeB Unavailable
04/01/2025 08:26,04/01/2025 08:28,"NodeB Name=TABTNQ0359, LogicRNCID=181",NodeB Unavailable
04/01/2025 08:12,04/01/2025 08:14,"NodeB Name=CHPSMJ0097, LogicRNCID=181",NodeB Unavailable
04/01/2025 08:12,04/01/2025 08:14,"NodeB Name=CHPMRQ0078, LogicRNCID=181",NodeB Unavailable
04/01/2025 08:12,04/01/2025 08:25,"NodeB Name=MEXCOY1003, LogicRNCID=199",NodeB Unavailable
04/01/2025 07:55,04/01/2025 08:00,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 07:48,04/01/2025 07:50,"NodeB Name=MCR92-0004B_0097_Valle_de_Bravo_Centro_II, LogicRNCID=196",NodeB Unavailable
04/01/2025 07:48,04/01/2025 07:50,"NodeB Name=MCR92-0004A_0096_Valle_de_Bravo_Centro_I, LogicRNCID=196",NodeB Unavailable
04/01/2025 07:48,04/01/2025 07:53,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 07:46,04/01/2025 07:56,"NodeB Name=MEXTCM0604, LogicRNCID=197",NodeB Unavailable
04/01/2025 07:46,04/01/2025 07:56,"NodeB Name=MEXTCM1229, LogicRNCID=197",NodeB Unavailable
04/01/2025 07:36,04/01/2025 07:40,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 07:29,04/01/2025 07:33,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 07:09,04/01/2025 07:14,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 04:50,04/01/2025 06:13,"NodeB Name=MEXTOL0822, LogicRNCID=196",NodeB Unavailable
04/01/2025 03:45,04/01/2025 03:47,"NodeB Name=HIDTGB0349, LogicRNCID=199",NodeB Unavailable
04/01/2025 03:45,04/01/2025 03:47,"NodeB Name=HIDTGR0114, LogicRNCID=199",NodeB Unavailable
04/01/2025 03:41,04/01/2025 03:43,"NodeB Name=HIDTGB0349, LogicRNCID=199",NodeB Unavailable
04/01/2025 03:41,04/01/2025 03:43,"NodeB Name=HIDTGR0114, LogicRNCID=199",NodeB Unavailable
04/01/2025 03:06,04/01/2025 03:08,"NodeB Name=HIDPAC0055, LogicRNCID=199",NodeB Unavailable
04/01/2025 03:01,04/01/2025 03:06,"NodeB Name=HIDPAC0055, LogicRNCID=199",NodeB Unavailable
04/01/2025 02:54,04/01/2025 02:59,"NodeB Name=HIDPAC0055, LogicRNCID=199",NodeB Unavailable
04/01/2025 02:41,04/01/2025 02:46,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 01:30,04/01/2025 01:35,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
04/01/2025 01:30,04/01/2025 01:46,"NodeB Name=CHPHHT0074, LogicRNCID=181",NodeB Unavailable
04/01/2025 01:30,04/01/2025 01:33,"NodeB Name=CHPSCT0095, LogicRNCID=181",NodeB Unavailable
04/01/2025 01:30,04/01/2025 01:41,"NodeB Name=CHPTAP0108, LogicRNCID=181",NodeB Unavailable
04/01/2025 01:30,04/01/2025 01:48,"NodeB Name=CHPPIJ0082, LogicRNCID=181",NodeB Unavailable
04/01/2025 01:30,04/01/2025 01:42,"NodeB Name=CHPHXT0077, LogicRNCID=181",NodeB Unavailable
04/01/2025 01:05,04/01/2025 01:10,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 00:54,04/01/2025 00:58,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
04/01/2025 00:49,04/01/2025 01:07,"NodeB Name=TAB-8101, LogicRNCID=181",NodeB Unavailable
04/01/2025 00:49,04/01/2025 01:10,"NodeB Name=iVHE0002, LogicRNCID=181",NodeB Unavailable
04/01/2025 00:38,04/01/2025 02:20,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
04/01/2025 00:31,04/01/2025 00:47,"NodeB Name=TAB-8101, LogicRNCID=181",NodeB Unavailable
04/01/2025 00:31,04/01/2025 00:47,"NodeB Name=iVHE0002, LogicRNCID=181",NodeB Unavailable
03/01/2025 23:57,04/01/2025 01:36,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
03/01/2025 23:36,03/01/2025 23:42,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
03/01/2025 23:16,03/01/2025 23:20,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
03/01/2025 23:14,03/01/2025 23:18,"NodeB Name=MEXTCM0604, LogicRNCID=197",NodeB Unavailable
03/01/2025 23:14,03/01/2025 23:19,"NodeB Name=MEXTCM1229, LogicRNCID=197",NodeB Unavailable
03/01/2025 23:04,03/01/2025 23:09,"NodeB Name=MEXTCM0604, LogicRNCID=197",NodeB Unavailable
03/01/2025 23:04,03/01/2025 23:09,"NodeB Name=MEXTCM1229, LogicRNCID=197",NodeB Unavailable
03/01/2025 22:46,03/01/2025 23:34,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
03/01/2025 22:45,03/01/2025 23:07,"NodeB Name=iVHE0002, LogicRNCID=181",NodeB Unavailable
03/01/2025 22:45,03/01/2025 23:04,"NodeB Name=TAB-8101, LogicRNCID=181",NodeB Unavailable
03/01/2025 22:18,03/01/2025 22:34,"NodeB Name=iVHE0002, LogicRNCID=181",NodeB Unavailable
03/01/2025 22:18,03/01/2025 22:34,"NodeB Name=TAB-8101, LogicRNCID=181",NodeB Unavailable
03/01/2025 21:22,04/01/2025 08:12,"NodeB Name=MEXCOY1003, LogicRNCID=199",NodeB Unavailable
03/01/2025 21:07,03/01/2025 21:49,"NodeB Name=TAB-8101, LogicRNCID=181",NodeB Unavailable
03/01/2025 21:06,03/01/2025 21:49,"NodeB Name=iVHE0002, LogicRNCID=181",NodeB Unavailable
03/01/2025 20:06,03/01/2025 20:09,"NodeB Name=QTOSJR1445, LogicRNCID=196",NodeB Unavailable
03/01/2025 19:44,03/01/2025 21:48,"NodeB Name=CHPTAP0883, LogicRNCID=181",NodeB Unavailable
03/01/2025 19:40,03/01/2025 20:04,"NodeB Name=CHPTXC0895, LogicRNCID=181",NodeB Unavailable
03/01/2025 18:39,03/01/2025 19:46,"NodeB Name=CHPTAP0885, LogicRNCID=181",NodeB Unavailable
03/01/2025 18:13,03/01/2025 18:53,"NodeB Name=CHPTAP0106, LogicRNCID=181",NodeB Unavailable
03/01/2025 18:13,03/01/2025 18:53,"NodeB Name=CHPTXC0895, LogicRNCID=181",NodeB Unavailable
03/01/2025 18:07,03/01/2025 20:33,"NodeB Name=CHPTAP0104, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:54,03/01/2025 17:57,"NodeB Name=QTOSJR1445, LogicRNCID=196",NodeB Unavailable
03/01/2025 17:52,03/01/2025 17:58,"NodeB Name=CHPTAP0883, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:37,03/01/2025 20:05,"NodeB Name=CHPTAP0108, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:30,03/01/2025 17:33,"NodeB Name=QTOSJR1445, LogicRNCID=196",NodeB Unavailable
03/01/2025 17:17,03/01/2025 17:29,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:12,03/01/2025 17:16,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:06,04/01/2025 13:02,"NodeB Name=MUCHPCDO4006, LogicRNCID=181",NodeB Unavailable
03/01/2025 17:05,03/01/2025 17:10,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
03/01/2025 16:43,03/01/2025 16:56,"NodeB Name=TABCDC1027, LogicRNCID=181",NodeB Unavailable
03/01/2025 16:30,03/01/2025 21:22,"NodeB Name=MEXCOY1003, LogicRNCID=199",NodeB Unavailable
03/01/2025 14:57,03/01/2025 14:59,"NodeB Name=HIDPAC0055, LogicRNCID=199",NodeB Unavailable
03/01/2025 14:54,03/01/2025 22:41,"NodeB Name=CHPTNL0114, LogicRNCID=181",NodeB Unavailable
03/01/2025 14:53,03/01/2025 14:57,"NodeB Name=HIDPAC0055, LogicRNCID=199",NodeB Unavailable
03/01/2025 14:28,03/01/2025 22:10,"NodeB Name=CHPTXC0897, LogicRNCID=181",NodeB Unavailable
03/01/2025 13:38,03/01/2025 13:42,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
03/01/2025 13:32,03/01/2025 13:37,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
03/01/2025 13:14,03/01/2025 15:28,"NodeB Name=DIFXCH1711, LogicRNCID=193",NodeB Unavailable
03/01/2025 12:52,03/01/2025 13:27,"NodeB Name=CHPTAP0883, LogicRNCID=181",NodeB Unavailable
03/01/2025 12:14,03/01/2025 12:17,"NodeB Name=MEXATN0035, LogicRNCID=196",NodeB Unavailable
03/01/2025 12:12,03/01/2025 12:20,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
03/01/2025 11:57,03/01/2025 12:10,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
03/01/2025 11:49,03/01/2025 11:53,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:49,03/01/2025 11:53,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:40,03/01/2025 11:44,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:40,03/01/2025 11:44,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:19,03/01/2025 17:33,"NodeB Name=CHPPIJ0083, LogicRNCID=181",NodeB Unavailable
03/01/2025 11:07,03/01/2025 11:10,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
03/01/2025 11:07,03/01/2025 11:11,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
03/01/2025 10:54,03/01/2025 11:00,"NodeB Name=MEXALJ1485, LogicRNCID=196",NodeB Unavailable
03/01/2025 10:54,03/01/2025 11:00,"NodeB Name=MEXALJ1479, LogicRNCID=196",NodeB Unavailable
03/01/2025 10:26,03/01/2025 20:09,"NodeB Name=CHPHHT0073, LogicRNCID=181",NodeB Unavailable
03/01/2025 10:14,03/01/2025 10:23,"NodeB Name=MORTYN0288, LogicRNCID=196",NodeB Unavailable
03/01/2025 10:05,03/01/2025 22:25,"NodeB Name=CHPHHT0074, LogicRNCID=181",NodeB Unavailable
03/01/2025 09:54,03/01/2025 10:00,"NodeB Name=CHPTAP0108, LogicRNCID=181",NodeB Unavailable
03/01/2025 09:39,04/01/2025 12:01,"NodeB Name=MUCHPPIJ4045, LogicRNCID=181",NodeB Unavailable
03/01/2025 09:18,03/01/2025 09:22,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
03/01/2025 09:15,03/01/2025 17:06,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
03/01/2025 09:12,03/01/2025 09:17,"NodeB Name=MEXIXT0365, LogicRNCID=196",NodeB Unavailable
03/01/2025 08:31,03/01/2025 08:36,"NodeB Name=HIDTZY0365, LogicRNCID=199",NodeB Unavailable
03/01/2025 07:48,03/01/2025 07:54,"NodeB Name=CHPTXG0559, LogicRNCID=181",NodeB Unavailable
03/01/2025 07:48,03/01/2025 07:54,"NodeB Name=CHPTXG0137, LogicRNCID=181",NodeB Unavailable
03/01/2025 06:20,03/01/2025 12:14,"NodeB Name=MEXATN0035, LogicRNCID=196",NodeB Unavailable
03/01/2025 06:11,03/01/2025 06:36,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
03/01/2025 04:56,03/01/2025 06:18,"NodeB Name=MEXTOL0822, LogicRNCID=196",NodeB Unavailable
03/01/2025 04:27,03/01/2025 04:30,"NodeB Name=TABTNQ0359, LogicRNCID=181",NodeB Unavailable
03/01/2025 02:12,03/01/2025 03:10,"NodeB Name=CHPTAP0109, LogicRNCID=181",NodeB Unavailable
03/01/2025 02:06,03/01/2025 02:10,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
03/01/2025 01:10,03/01/2025 01:16,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
02/01/2025 23:52,03/01/2025 00:32,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 22:57,02/01/2025 23:01,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
02/01/2025 21:34,02/01/2025 23:28,"NodeB Name=CHPTAP0103, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:31,02/01/2025 20:40,"NodeB Name=MEXHHC1086, LogicRNCID=199",NodeB Unavailable
02/01/2025 20:21,02/01/2025 20:42,"NodeB Name=CHPTAP0883, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:20,02/01/2025 20:24,"NodeB Name=CHPTAP7031, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 22:34,"NodeB Name=CHPHHT0074, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,03/01/2025 00:41,"NodeB Name=CHPPIJ0082, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 23:52,"NodeB Name=CHPSCT0095, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,03/01/2025 00:09,"NodeB Name=CHPHXT0076, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 21:50,"NodeB Name=CHPHXT0077, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 20:59,"NodeB Name=CHPTAP0105, LogicRNCID=181",NodeB Unavailable
02/01/2025 20:19,02/01/2025 21:12,"NodeB Name=CHPTAP0108, LogicRNCID=181",NodeB Unavailable
02/01/2025 19:46,02/01/2025 20:08,"NodeB Name=MEXTOL1787, LogicRNCID=196",NodeB Unavailable
02/01/2025 17:38,02/01/2025 17:42,"NodeB Name=TABHMG0342, LogicRNCID=181",NodeB Unavailable
02/01/2025 17:37,02/01/2025 17:51,DIFRNC196,NodeB Unavailable
02/01/2025 17:36,02/01/2025 17:52,"NodeB Name=MEXMET0401, LogicRNCID=196",NodeB Unavailable
02/01/2025 17:36,02/01/2025 17:51,"NodeB Name=MEXMET1572, LogicRNCID=196",NodeB Unavailable
02/01/2025 16:40,02/01/2025 16:42,"NodeB Name=MEXTOL1790, LogicRNCID=196",NodeB Unavailable
02/01/2025 16:40,02/01/2025 16:43,"NodeB Name=MEXTOL1786, LogicRNCID=196",NodeB Unavailable
02/01/2025 16:34,02/01/2025 16:38,"NodeB Name=HIDTRO0133, LogicRNCID=199",NodeB Unavailable
